ticket_number,subject,description,department,category,priority,ward,is_spam,submit_count,created_at,resolution_hours,sla_breached,status
CMP-436677,Contaminated water,The drinking water supplied today is yellow and smells like drainage. It is completely unfit for consumption.,water,water,medium,Ward 10,0,2,2026-04-10T22:24:40.499022,15.63,0,resolved
CMP-354916,Open manhole,A deep sewer manhole is lying open on the middle of the road. This is a death trap for drivers.,roads,roads,low,Ward 6,0,2,2026-04-15T21:23:40.499022,145.19,1,resolved
CMP-431694,Clogged storm drain,"The drainage canal next to our housing society is filled with plastic bottles and black mud, emitting a bad odour.",sanitation,sanitation,low,Ward 2,0,2,2026-05-22T23:13:40.499022,83.37,0,resolved
CMP-374007,Public toilet unhygienic,The public toilet near Ward 6 bus stand has no running water and is extremely filthy.,sanitation,sanitation,low,Ward 6,0,1,2026-05-04T15:48:40.499022,87.71,0,resolved
CMP-475556,Clogged storm drain,"The drainage canal next to our housing society is filled with plastic bottles and black mud, emitting a bad odour.",sanitation,sanitation,low,Ward 3,0,2,2026-06-02T05:04:40.499022,52.18,0,pending
CMP-781801,No receipt generated,"The payment for property tax was successful, but no digital receipt was generated or sent.",billing,billing,low,Ward 6,0,1,2026-05-05T11:45:40.499022,35.59,0,resolved
CMP-502423,Tax assessment error,My house tax assessment shows double the square footage of my actual property. Need correction.,property_tax,property_tax,low,Ward 1,0,1,2026-04-17T07:44:40.499022,107.5,0,resolved
CMP-800919,Drainage leakage,Sewage water is overflowing from the main manhole and entering our house compound in Ward 9.,water,water,medium,Ward 9,0,1,2026-04-14T09:09:40.499022,10.52,0,resolved
CMP-936134,Power outage,Unscheduled power cuts for the past 8 hours in Ward 3. Electronic items are getting damaged.,electricity,electricity,low,Ward 3,0,2,2026-05-18T11:04:40.499022,14.65,0,resolved
CMP-675534,Power outage,Unscheduled power cuts for the past 8 hours in Ward 5. Electronic items are getting damaged.,electricity,electricity,low,Ward 5,0,2,2026-06-03T01:15:40.499022,20.66,0,pending
CMP-926566,No water supply,We have not received any drinking water supply for the last 3 days in Ward 3. Please look into this urgently.,water,water,low,Ward 3,0,1,2026-05-11T15:09:40.499022,25.31,0,resolved
CMP-937486,Test,"Buy cheap luxury watches, Rolex, Omega. 90% discount today only at watchstore.biz",general,spam,low,Ward 4,1,30,2026-05-24T00:18:40.499022,0.0,0,rejected
CMP-895255,Transformer sparking,The electric transformer near the local market is sparking and emitting smoke. It could catch fire.,electricity,electricity,critical,Ward 8,0,1,2026-06-03T14:42:40.499022,1.17,0,pending
CMP-488748,Streetlights broken,"None of the streetlights are working in our lane in Ward 2, making it extremely dark and unsafe at night.",electricity,electricity,low,Ward 2,0,2,2026-05-17T21:07:40.499022,9.98,0,resolved
CMP-674683,No receipt generated,"The payment for property tax was successful, but no digital receipt was generated or sent.",billing,billing,low,Ward 6,0,1,2026-05-20T07:23:40.499022,24.49,0,resolved
CMP-443339,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 8 hospital.,general,general,low,Ward 8,0,1,2026-06-02T16:47:40.499022,61.99,0,pending
CMP-886486,Dead animal removal,A dead stray dog is lying on the side of the road near Ward 4 park. It is smelling terrible.,sanitation,sanitation,low,Ward 4,0,2,2026-05-12T06:54:40.499022,80.07,0,resolved
CMP-906702,Water pipeline burst,There is a major water pipe burst on Main Street in Ward 5. Drinking water is leaking onto the road and pressure is low.,water,water,critical,Ward 5,0,2,2026-04-28T18:47:40.499022,5.75,1,resolved
CMP-132809,Dead animal removal,A dead stray dog is lying on the side of the road near Ward 7 park. It is smelling terrible.,sanitation,sanitation,low,Ward 7,0,2,2026-04-06T19:20:40.499022,48.04,0,resolved
CMP-510102,Test,"Hello world, test 1 2 3.",general,spam,low,Ward 6,1,14,2026-05-16T07:16:40.499022,0.0,0,rejected
CMP-186847,Public toilet unhygienic,The public toilet near Ward 9 bus stand has no running water and is extremely filthy.,sanitation,sanitation,low,Ward 9,0,2,2026-04-24T21:20:40.499022,58.58,0,resolved
CMP-900594,Potholes on road,Huge potholes have formed on the main road in Ward 1. Multiple two-wheelers have skidded today.,roads,roads,low,Ward 1,0,2,2026-04-13T11:12:40.499022,170.87,1,resolved
CMP-126918,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 10,0,1,2026-06-03T09:19:40.499022,42.29,0,pending
CMP-222625,Contaminated water,The drinking water supplied today is yellow and smells like drainage. It is completely unfit for consumption.,water,water,medium,Ward 10,0,2,2026-05-29T20:16:40.499022,12.57,0,resolved
CMP-485436,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 4,0,1,2026-04-07T10:59:40.499022,50.0,0,resolved
CMP-287159,No water supply,We have not received any drinking water supply for the last 3 days in Ward 9. Please look into this urgently.,water,water,low,Ward 9,0,2,2026-04-22T16:45:40.499022,36.21,0,resolved
CMP-831842,Traffic light malfunction,The traffic lights at the main crossing are flashing yellow and causing traffic jams.,roads,roads,medium,Ward 8,0,1,2026-04-26T19:02:40.499022,92.6,1,rejected
CMP-258374,Road flooding,"Every time it rains, the street gets flooded with knee-deep water because the roadside storm drains are blocked.",roads,roads,low,Ward 7,0,1,2026-04-26T13:58:40.499022,152.99,1,resolved
CMP-933386,Street vendor encroachment,Street vendors have blocked the entire entrance gate of our society in Ward 6.,general,general,low,Ward 6,0,1,2026-05-06T13:37:40.499022,43.33,0,resolved
CMP-389253,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 5,0,1,2026-04-11T22:14:40.499022,96.91,0,rejected
CMP-962989,Dead animal removal,A dead stray dog is lying on the side of the road near Ward 5 park. It is smelling terrible.,sanitation,sanitation,low,Ward 5,0,2,2026-04-28T13:49:40.499022,86.58,0,resolved
CMP-953950,Streetlights broken,"None of the streetlights are working in our lane in Ward 10, making it extremely dark and unsafe at night.",electricity,electricity,low,Ward 10,0,1,2026-04-23T03:33:40.499022,11.98,0,resolved
CMP-394413,Broken footpath,The pedestrian footpath is completely broken and blocked by debris near Ward 5 metro station.,roads,roads,medium,Ward 5,0,1,2026-05-14T10:28:40.499022,60.49,0,resolved
CMP-202347,Tax assessment error,My house tax assessment shows double the square footage of my actual property. Need correction.,property_tax,property_tax,low,Ward 6,0,1,2026-05-21T02:29:40.499022,103.1,0,resolved
CMP-829861,Streetlights broken,"None of the streetlights are working in our lane in Ward 10, making it extremely dark and unsafe at night.",electricity,electricity,low,Ward 10,0,2,2026-05-09T20:01:40.499022,20.93,0,resolved
CMP-102833,Dead animal removal,A dead stray dog is lying on the side of the road near Ward 5 park. It is smelling terrible.,sanitation,sanitation,low,Ward 5,0,1,2026-05-04T14:44:40.499022,67.15,0,resolved
CMP-139226,Broken footpath,The pedestrian footpath is completely broken and blocked by debris near Ward 8 metro station.,roads,roads,medium,Ward 8,0,1,2026-04-07T19:23:40.499022,47.35,0,resolved
CMP-707809,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 8,0,1,2026-04-20T19:21:40.499022,85.73,0,resolved
CMP-802818,Test,"Get rich quick, crypto tokens trading signal. Join our telegram channel for profits.",general,spam,low,Ward 5,1,26,2026-04-23T23:47:40.499022,0.0,0,rejected
CMP-320722,Consumer ID link error,The system says my consumer ID is invalid when I try to query my monthly dues.,billing,billing,low,Ward 1,0,1,2026-06-02T19:15:40.499022,27.82,0,in_progress
CMP-888488,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 10 hospital.,general,general,low,Ward 10,0,2,2026-04-14T03:17:40.499022,91.84,0,resolved
CMP-903072,Tax assessment error,My house tax assessment shows double the square footage of my actual property. Need correction.,property_tax,property_tax,low,Ward 6,0,2,2026-05-04T06:10:40.499022,44.12,0,resolved
CMP-796230,No garbage collection,The municipal waste collection truck has skipped our sector for the last four days.,sanitation,sanitation,low,Ward 4,0,1,2026-04-16T09:48:40.499022,94.44,0,resolved
CMP-860735,Drainage leakage,Sewage water is overflowing from the main manhole and entering our house compound in Ward 6.,water,water,medium,Ward 6,0,1,2026-04-09T09:07:40.499022,25.9,0,resolved
CMP-660735,Clogged storm drain,"The drainage canal next to our housing society is filled with plastic bottles and black mud, emitting a bad odour.",sanitation,sanitation,low,Ward 2,0,2,2026-04-28T08:02:40.499022,80.82,0,resolved
CMP-675493,Meter billing issue,My digital electricity meter is running twice as fast even when all switches are turned off.,electricity,electricity,low,Ward 1,0,1,2026-04-14T01:43:40.499022,9.17,0,resolved
CMP-465228,Potholes on road,Huge potholes have formed on the main road in Ward 2. Multiple two-wheelers have skidded today.,roads,roads,low,Ward 2,0,2,2026-04-20T16:02:40.499022,154.5,1,resolved
CMP-655888,Meter billing issue,My digital electricity meter is running twice as fast even when all switches are turned off.,electricity,electricity,low,Ward 10,0,1,2026-04-30T17:54:40.499022,13.01,0,resolved
CMP-310786,Broken footpath,The pedestrian footpath is completely broken and blocked by debris near Ward 3 metro station.,roads,roads,medium,Ward 3,0,1,2026-06-03T01:35:40.499022,72.38,1,pending
CMP-253809,Test,"Get rich quick, crypto tokens trading signal. Join our telegram channel for profits.",general,spam,low,Ward 2,1,11,2026-04-07T21:46:40.499022,0.0,0,rejected
CMP-622298,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 6, attacking passersby.",general,general,low,Ward 6,0,2,2026-04-24T09:37:40.499022,84.41,0,resolved
CMP-389319,Contaminated water,The drinking water supplied today is yellow and smells like drainage. It is completely unfit for consumption.,water,water,medium,Ward 1,0,1,2026-05-30T04:08:40.499022,18.07,0,resolved
CMP-751342,Drainage leakage,Sewage water is overflowing from the main manhole and entering our house compound in Ward 3.,water,water,medium,Ward 3,0,1,2026-04-16T11:09:40.499022,18.9,0,rejected
CMP-433527,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 1 hospital.,general,general,low,Ward 1,0,1,2026-04-09T04:45:40.499022,117.49,0,rejected
CMP-342064,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 2,0,1,2026-05-03T05:11:40.499022,86.54,0,resolved
CMP-510469,Meter billing issue,My digital electricity meter is running twice as fast even when all switches are turned off.,electricity,electricity,low,Ward 10,0,1,2026-05-11T21:46:40.499022,19.18,0,resolved
CMP-865286,Dangling wire,A live high-voltage electrical cable has snapped and is hanging low over the road near Ward 10 school.,electricity,electricity,medium,Ward 10,0,1,2026-05-07T06:14:40.499022,8.51,0,resolved
CMP-349509,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 6, attacking passersby.",general,general,low,Ward 6,0,1,2026-05-04T07:23:40.499022,111.26,0,resolved
CMP-179436,Potholes on road,Huge potholes have formed on the main road in Ward 5. Multiple two-wheelers have skidded today.,roads,roads,low,Ward 5,0,1,2026-04-09T22:30:40.499022,163.92,1,rejected
CMP-994068,Contaminated water,The drinking water supplied today is yellow and smells like drainage. It is completely unfit for consumption.,water,water,medium,Ward 9,0,2,2026-05-05T08:02:40.499022,8.35,0,resolved
CMP-697298,Incorrect billing amount,"I received a water bill of Rs. 15,000 this month. Our typical bill is Rs. 300. This is a calculation error.",billing,billing,low,Ward 5,0,1,2026-05-22T01:12:40.499022,52.86,0,resolved
CMP-333002,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 3 hospital.,general,general,low,Ward 3,0,2,2026-05-01T01:35:40.499022,113.26,0,resolved
CMP-669033,No garbage collection,The municipal waste collection truck has skipped our sector for the last four days.,sanitation,sanitation,low,Ward 6,0,2,2026-05-14T02:47:40.499022,53.77,0,resolved
CMP-845460,Drainage leakage,Sewage water is overflowing from the main manhole and entering our house compound in Ward 10.,water,water,medium,Ward 10,0,1,2026-05-11T10:23:40.499022,9.32,0,resolved
CMP-589537,Incorrect billing amount,"I received a water bill of Rs. 15,000 this month. Our typical bill is Rs. 300. This is a calculation error.",billing,billing,low,Ward 1,0,1,2026-04-13T20:24:40.499022,38.25,0,resolved
CMP-615184,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 5,0,1,2026-04-29T10:49:40.499022,56.2,0,resolved
CMP-795564,Road flooding,"Every time it rains, the street gets flooded with knee-deep water because the roadside storm drains are blocked.",roads,roads,low,Ward 9,0,2,2026-04-09T22:13:40.499022,132.95,1,resolved
CMP-952421,Low water pressure,The municipal water pressure is extremely low. It takes hours to fill a single bucket.,water,water,medium,Ward 7,0,2,2026-04-12T10:03:40.499022,12.22,0,rejected
CMP-279755,Consumer ID link error,The system says my consumer ID is invalid when I try to query my monthly dues.,billing,billing,low,Ward 8,0,2,2026-04-28T22:52:40.499022,25.89,0,resolved
CMP-678777,No garbage collection,The municipal waste collection truck has skipped our sector for the last four days.,sanitation,sanitation,low,Ward 10,0,1,2026-05-16T00:53:40.499022,28.92,0,resolved
CMP-371041,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 4, attacking passersby.",general,general,low,Ward 4,0,2,2026-04-25T02:21:40.499022,121.08,1,resolved
CMP-486682,Test,"Buy cheap luxury watches, Rolex, Omega. 90% discount today only at watchstore.biz",general,spam,low,Ward 10,1,20,2026-05-06T14:59:40.499022,0.0,0,rejected
CMP-743583,Potholes on road,Huge potholes have formed on the main road in Ward 5. Multiple two-wheelers have skidded today.,roads,roads,low,Ward 5,0,1,2026-05-31T23:32:40.499022,59.59,0,resolved
CMP-494575,Contaminated water,The drinking water supplied today is yellow and smells like drainage. It is completely unfit for consumption.,water,water,medium,Ward 10,0,1,2026-04-22T13:11:40.499022,25.61,0,resolved
CMP-931397,Dead animal removal,A dead stray dog is lying on the side of the road near Ward 3 park. It is smelling terrible.,sanitation,sanitation,low,Ward 3,0,1,2026-05-20T05:16:40.499022,51.18,0,resolved
CMP-900591,Double payment charge,I paid my electricity bill through the portal. The money was debited twice but the status is still unpaid.,billing,billing,low,Ward 8,0,1,2026-04-07T16:09:40.499022,31.06,0,rejected
CMP-304878,Meter billing issue,My digital electricity meter is running twice as fast even when all switches are turned off.,electricity,electricity,low,Ward 1,0,1,2026-04-20T18:14:40.499022,16.38,0,resolved
CMP-936363,Dangling wire,A live high-voltage electrical cable has snapped and is hanging low over the road near Ward 2 school.,electricity,electricity,medium,Ward 2,0,1,2026-04-07T01:44:40.499022,14.4,0,resolved
CMP-425055,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 5, attacking passersby.",general,general,low,Ward 5,0,2,2026-05-30T08:06:40.499022,57.18,0,resolved
CMP-423684,Tax assessment error,My house tax assessment shows double the square footage of my actual property. Need correction.,property_tax,property_tax,low,Ward 2,0,1,2026-04-26T08:33:40.499022,93.38,0,resolved
CMP-762405,No water supply,We have not received any drinking water supply for the last 3 days in Ward 5. Please look into this urgently.,water,water,low,Ward 5,0,1,2026-04-23T10:43:40.499022,33.57,0,resolved
CMP-168925,Street vendor encroachment,Street vendors have blocked the entire entrance gate of our society in Ward 3.,general,general,low,Ward 3,0,1,2026-05-09T23:48:40.499022,115.65,0,resolved
CMP-736819,Power outage,Unscheduled power cuts for the past 8 hours in Ward 1. Electronic items are getting damaged.,electricity,electricity,low,Ward 1,0,2,2026-04-18T12:52:40.499022,16.82,0,resolved
CMP-466932,Power outage,Unscheduled power cuts for the past 8 hours in Ward 6. Electronic items are getting damaged.,electricity,electricity,low,Ward 6,0,2,2026-05-03T15:47:40.499022,8.97,0,rejected
CMP-686536,No garbage collection,The municipal waste collection truck has skipped our sector for the last four days.,sanitation,sanitation,low,Ward 10,0,1,2026-04-10T19:13:40.499022,82.03,0,resolved
CMP-615562,Double payment charge,I paid my electricity bill through the portal. The money was debited twice but the status is still unpaid.,billing,billing,low,Ward 9,0,1,2026-04-11T00:31:40.499022,58.32,0,resolved
CMP-267447,Tax assessment error,My house tax assessment shows double the square footage of my actual property. Need correction.,property_tax,property_tax,low,Ward 1,0,1,2026-04-22T22:04:40.499022,120.99,1,resolved
CMP-536501,Incorrect billing amount,"I received a water bill of Rs. 15,000 this month. Our typical bill is Rs. 300. This is a calculation error.",billing,billing,low,Ward 6,0,1,2026-04-27T12:54:40.499022,36.11,0,resolved
CMP-146061,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 5 hospital.,general,general,low,Ward 5,0,2,2026-05-29T07:34:40.499022,111.98,0,resolved
CMP-719115,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 4,0,1,2026-05-13T13:23:40.499022,100.73,0,resolved
CMP-942051,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 8 hospital.,general,general,low,Ward 8,0,2,2026-05-10T01:07:40.499022,80.77,0,resolved
CMP-280333,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 4,0,1,2026-05-28T05:06:40.499022,113.41,0,resolved
CMP-690588,Contaminated water,The drinking water supplied today is yellow and smells like drainage. It is completely unfit for consumption.,water,water,medium,Ward 6,0,1,2026-05-09T07:27:40.499022,17.55,0,resolved
CMP-594179,Low water pressure,The municipal water pressure is extremely low. It takes hours to fill a single bucket.,water,water,medium,Ward 7,0,1,2026-05-22T22:33:40.499022,21.32,0,resolved
CMP-401740,Incorrect billing amount,"I received a water bill of Rs. 15,000 this month. Our typical bill is Rs. 300. This is a calculation error.",billing,billing,low,Ward 6,0,1,2026-04-22T21:13:40.499022,49.62,0,resolved
CMP-661856,Incorrect tax rebate,The senior citizen tax discount was not applied to my online tax calculation.,property_tax,property_tax,low,Ward 6,0,1,2026-04-26T13:27:40.499022,105.83,0,resolved
CMP-258782,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 2,0,1,2026-04-05T23:36:40.499022,66.7,0,rejected
CMP-716662,No garbage collection,The municipal waste collection truck has skipped our sector for the last four days.,sanitation,sanitation,low,Ward 6,0,2,2026-05-18T21:33:40.499022,67.0,0,resolved
CMP-657616,Open manhole,A deep sewer manhole is lying open on the middle of the road. This is a death trap for drivers.,roads,roads,low,Ward 7,0,1,2026-04-23T20:24:40.499022,151.23,1,resolved
CMP-848714,Consumer ID link error,The system says my consumer ID is invalid when I try to query my monthly dues.,billing,billing,low,Ward 10,0,2,2026-06-01T00:37:40.499022,41.45,0,resolved
CMP-714426,Incorrect tax rebate,The senior citizen tax discount was not applied to my online tax calculation.,property_tax,property_tax,low,Ward 9,0,2,2026-05-26T06:57:40.499022,104.71,0,resolved
CMP-856743,Incorrect tax rebate,The senior citizen tax discount was not applied to my online tax calculation.,property_tax,property_tax,low,Ward 1,0,1,2026-05-01T07:34:40.499022,95.32,0,resolved
CMP-813488,Potholes on road,Huge potholes have formed on the main road in Ward 4. Multiple two-wheelers have skidded today.,roads,roads,low,Ward 4,0,1,2026-05-13T15:12:40.499022,169.77,1,resolved
CMP-167870,Incorrect tax rebate,The senior citizen tax discount was not applied to my online tax calculation.,property_tax,property_tax,low,Ward 1,0,1,2026-05-06T17:42:40.499022,120.53,1,resolved
CMP-770183,Drainage leakage,Sewage water is overflowing from the main manhole and entering our house compound in Ward 2.,water,water,medium,Ward 2,0,1,2026-04-16T15:33:40.499022,17.21,0,resolved
CMP-850805,No receipt generated,"The payment for property tax was successful, but no digital receipt was generated or sent.",billing,billing,low,Ward 6,0,2,2026-04-25T03:28:40.499022,59.32,0,resolved
CMP-412557,Test,"Cheap weight loss pills, burn fat fast. Natural supplements no exercise needed.",general,spam,low,Ward 5,1,7,2026-04-07T00:59:40.499022,0.0,0,rejected
CMP-781081,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 6,0,1,2026-05-20T10:53:40.499022,88.78,0,resolved
CMP-300597,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 6 hospital.,general,general,low,Ward 6,0,2,2026-05-02T03:08:40.499022,87.65,0,resolved
CMP-217134,Double payment charge,I paid my electricity bill through the portal. The money was debited twice but the status is still unpaid.,billing,billing,low,Ward 5,0,1,2026-05-20T16:41:40.499022,45.02,0,resolved
CMP-533353,Dead animal removal,A dead stray dog is lying on the side of the road near Ward 6 park. It is smelling terrible.,sanitation,sanitation,low,Ward 6,0,1,2026-05-17T09:47:40.499022,77.78,0,resolved
CMP-359223,Power outage,Unscheduled power cuts for the past 8 hours in Ward 7. Electronic items are getting damaged.,electricity,electricity,low,Ward 7,0,1,2026-05-31T17:58:40.499022,14.24,0,resolved
CMP-163700,Test,"Cheap weight loss pills, burn fat fast. Natural supplements no exercise needed.",general,spam,low,Ward 7,1,24,2026-04-23T04:38:40.499022,0.0,0,rejected
CMP-202887,Power outage,Unscheduled power cuts for the past 8 hours in Ward 8. Electronic items are getting damaged.,electricity,electricity,low,Ward 8,0,1,2026-06-02T16:47:40.499022,12.53,0,pending
CMP-833074,Dead animal removal,A dead stray dog is lying on the side of the road near Ward 9 park. It is smelling terrible.,sanitation,sanitation,low,Ward 9,0,2,2026-05-17T09:55:40.499022,43.31,0,resolved
CMP-511770,No water supply,We have not received any drinking water supply for the last 3 days in Ward 4. Please look into this urgently.,water,water,low,Ward 4,0,1,2026-04-10T14:24:40.499022,37.71,0,resolved
CMP-136502,Incorrect billing amount,"I received a water bill of Rs. 15,000 this month. Our typical bill is Rs. 300. This is a calculation error.",billing,billing,low,Ward 9,0,2,2026-05-01T22:06:40.499022,41.95,0,resolved
CMP-331696,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 9, attacking passersby.",general,general,low,Ward 9,0,2,2026-04-19T16:28:40.499022,46.08,0,rejected
CMP-895159,No water supply,We have not received any drinking water supply for the last 3 days in Ward 10. Please look into this urgently.,water,water,low,Ward 10,0,2,2026-04-17T11:13:40.499022,32.52,0,resolved
CMP-476378,Test,"Get rich quick, crypto tokens trading signal. Join our telegram channel for profits.",general,spam,low,Ward 4,1,23,2026-04-18T07:33:40.499022,0.0,0,rejected
CMP-460487,Drainage leakage,Sewage water is overflowing from the main manhole and entering our house compound in Ward 9.,water,water,medium,Ward 9,0,2,2026-05-14T17:28:40.499022,20.29,0,resolved
CMP-474225,Garbage dump overflow,The municipal garbage bin has not been cleared for a week. Garbage is spilling and dogs are scattering it.,sanitation,sanitation,low,Ward 3,0,2,2026-05-07T04:01:40.499022,79.16,0,resolved
CMP-341554,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 10 hospital.,general,general,low,Ward 10,0,2,2026-04-20T05:03:40.499022,67.12,0,resolved
CMP-798613,Street vendor encroachment,Street vendors have blocked the entire entrance gate of our society in Ward 3.,general,general,low,Ward 3,0,2,2026-04-24T12:23:40.499022,80.7,0,resolved
CMP-465005,Garbage dump overflow,The municipal garbage bin has not been cleared for a week. Garbage is spilling and dogs are scattering it.,sanitation,sanitation,low,Ward 1,0,1,2026-04-08T22:24:40.499022,56.2,0,resolved
CMP-145829,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 5 hospital.,general,general,low,Ward 5,0,1,2026-05-25T06:08:40.499022,111.03,0,resolved
CMP-802470,Incorrect billing amount,"I received a water bill of Rs. 15,000 this month. Our typical bill is Rs. 300. This is a calculation error.",billing,billing,low,Ward 5,0,2,2026-04-30T15:35:40.499022,52.01,0,resolved
CMP-484812,No garbage collection,The municipal waste collection truck has skipped our sector for the last four days.,sanitation,sanitation,low,Ward 2,0,1,2026-04-29T22:02:40.499022,43.03,0,resolved
CMP-520849,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 9 hospital.,general,general,low,Ward 9,0,2,2026-05-14T13:14:40.499022,98.77,0,resolved
CMP-674238,Traffic light malfunction,The traffic lights at the main crossing are flashing yellow and causing traffic jams.,roads,roads,medium,Ward 2,0,1,2026-04-30T20:08:40.499022,70.48,0,resolved
CMP-597649,Garbage dump overflow,The municipal garbage bin has not been cleared for a week. Garbage is spilling and dogs are scattering it.,sanitation,sanitation,low,Ward 9,0,2,2026-05-21T02:07:40.499022,42.03,0,resolved
CMP-320385,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 6, attacking passersby.",general,general,low,Ward 6,0,2,2026-06-03T18:20:40.499022,117.52,0,pending
CMP-463118,Power outage,Unscheduled power cuts for the past 8 hours in Ward 10. Electronic items are getting damaged.,electricity,electricity,low,Ward 10,0,1,2026-05-18T03:18:40.499022,18.82,0,resolved
CMP-527261,Tax assessment error,My house tax assessment shows double the square footage of my actual property. Need correction.,property_tax,property_tax,low,Ward 4,0,1,2026-05-31T07:58:40.499022,92.22,0,resolved
CMP-731849,Promotional Alert,"Get rich quick, crypto tokens trading signal. Join our telegram channel for profits.",general,spam,low,Ward 8,1,17,2026-04-11T10:57:40.499022,0.0,0,rejected
CMP-506989,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 5, attacking passersby.",general,general,low,Ward 5,0,2,2026-04-18T04:54:40.499022,60.02,0,resolved
CMP-101687,No receipt generated,"The payment for property tax was successful, but no digital receipt was generated or sent.",billing,billing,low,Ward 5,0,2,2026-04-10T16:05:40.499022,52.55,0,resolved
CMP-488460,No water supply,We have not received any drinking water supply for the last 3 days in Ward 2. Please look into this urgently.,water,water,low,Ward 2,0,2,2026-04-14T00:10:40.499022,24.16,0,resolved
CMP-425575,Incorrect tax rebate,The senior citizen tax discount was not applied to my online tax calculation.,property_tax,property_tax,low,Ward 7,0,2,2026-05-24T10:40:40.499022,90.72,0,resolved
CMP-443793,Water pipeline burst,There is a major water pipe burst on Main Street in Ward 1. Drinking water is leaking onto the road and pressure is low.,water,water,critical,Ward 1,0,1,2026-04-26T17:04:40.499022,6.74,1,rejected
CMP-906209,Public toilet unhygienic,The public toilet near Ward 1 bus stand has no running water and is extremely filthy.,sanitation,sanitation,low,Ward 1,0,2,2026-04-10T10:20:40.499022,88.26,0,resolved
CMP-472260,Test,"Hello world, test 1 2 3.",general,spam,low,Ward 6,1,7,2026-05-26T11:06:40.499022,0.0,0,rejected
CMP-933738,Contaminated water,The drinking water supplied today is yellow and smells like drainage. It is completely unfit for consumption.,water,water,medium,Ward 10,0,2,2026-04-18T21:19:40.499022,27.07,0,resolved
CMP-938282,Power outage,Unscheduled power cuts for the past 8 hours in Ward 1. Electronic items are getting damaged.,electricity,electricity,low,Ward 1,0,2,2026-05-26T03:25:40.499022,11.8,0,rejected
CMP-271178,Potholes on road,Huge potholes have formed on the main road in Ward 6. Multiple two-wheelers have skidded today.,roads,roads,low,Ward 6,0,1,2026-05-26T09:44:40.499022,100.04,0,resolved
CMP-643554,Street vendor encroachment,Street vendors have blocked the entire entrance gate of our society in Ward 3.,general,general,low,Ward 3,0,1,2026-05-09T03:46:40.499022,42.23,0,resolved
CMP-393043,No receipt generated,"The payment for property tax was successful, but no digital receipt was generated or sent.",billing,billing,low,Ward 2,0,2,2026-05-30T08:34:40.499022,36.47,0,rejected
CMP-221593,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 9, attacking passersby.",general,general,low,Ward 9,0,2,2026-05-19T22:44:40.499022,47.36,0,resolved
CMP-200497,Drainage leakage,Sewage water is overflowing from the main manhole and entering our house compound in Ward 5.,water,water,medium,Ward 5,0,1,2026-06-01T10:22:40.499022,27.2,0,resolved
CMP-709244,No water supply,We have not received any drinking water supply for the last 3 days in Ward 5. Please look into this urgently.,water,water,low,Ward 5,0,1,2026-05-21T13:09:40.499022,30.97,0,resolved
CMP-404663,Transformer sparking,The electric transformer near the local market is sparking and emitting smoke. It could catch fire.,electricity,electricity,critical,Ward 10,0,2,2026-04-09T06:57:40.499022,1.91,0,resolved
CMP-596140,Dangling wire,A live high-voltage electrical cable has snapped and is hanging low over the road near Ward 10 school.,electricity,electricity,medium,Ward 10,0,1,2026-04-07T03:08:40.499022,8.32,0,resolved
